Min_hr,Max_hr,Mean_hr,Men_acc_sqrt,Min_acc_x,Max_acc_x,Mean_acc_x,Min_acc_y,Max_acc_y,Mean_acc_y,Min_acc_z,Max_acc_z,Mean_acc_z,Etiquetas multiclase,Etiquetas binarias,ID
-0.154332135941553,-0.09086816489666197,-0.09529649003089893,0.4006556837737781,-1.1137781274440737,-1.2942030949283185,-1.3025254416615981,1.10053154364702,0.8808495485386953,1.0686235941437174,-0.279917203329284,-0.3979636354015152,-0.32853762773156636,0.0,0.0,1.0
-0.04399073481168655,-0.09086816489666197,-0.09211175639276642,0.4006556837737781,-1.1137781274440737,-1.2942030949283185,-1.3025254416615981,1.10053154364702,0.9013564812619694,1.0686235941437174,-0.279917203329284,-0.3979636354015152,-0.32853762773156636,0.0,0.0,1.0
-0.04399073481168655,0.10488104916305122,-0.06026442001144286,-1.4460212749398387,0.36666541916878653,0.21048935144611136,0.3171912069701918,-1.48225059014058,-1.6209962437007412,-1.6239238245953804,1.9308124133969127,1.732525796238544,1.8855728906188105,5.0,0.0,1.0
0.06635066631817993,-0.18874277192651856,-0.07088019880521763,-1.4460212749398387,0.22700093363927137,0.04014681034711927,0.13722269045554852,-1.4399098994227504,-1.6004893109774672,-1.6018537637860435,1.9653550636582595,1.749170244923232,1.9204407727975565,0.0,0.0,1.0
-0.04399073481168655,0.2027556561929078,0.027846543976886316,0.4006556837737781,-1.1137781274440737,-1.2942030949283185,-1.3025254416615981,1.10053154364702,0.8808495485386953,1.0465535333343805,-0.279917203329284,-0.3979636354015152,-0.32853762773156636,0.0,0.0,1.0
-0.04399073481168655,-0.18874277192651856,-0.09529649003089893,0.4006556837737781,-1.2255097158676855,-1.407764788994313,-1.3925096999189195,0.8253170539811282,0.6347663558594064,0.7817128036223381,-0.31445985359063083,-0.4312525327708911,-0.3808394509996855,5.0,0.0,1.0
-0.8163805427207519,-0.8738650211355147,-0.8214157595250834,0.4006556837737781,-0.8903149505968493,-1.0670797067963294,-1.0625674196420734,0.4019101468028332,0.22462770139392502,0.34031158743560075,-0.5044444300280383,-0.6143414683024587,-0.572612802982789,0.0,0.0,1.0
-0.37501493820128595,-0.18874277192651856,-0.265148950731293,0.4006556837737781,-0.6947846708555284,-0.8683467421808384,-0.8226093976225491,-0.0426671057343767,-0.18551095307155643,-0.10108962875113656,-0.5389870802893851,-0.6476303656718346,-0.6074806851615351,5.0,0.0,1.0
-0.04399073481168655,-0.18874277192651856,-0.13457487156786552,-1.4460212749398387,0.33873252206288346,0.18209892792961266,0.28719645421775125,-1.5034209354994947,-1.6620101091472894,-1.6680639462140543,1.8789984380048923,1.6825924501844802,1.8332710673506913,5.0,0.0,1.0
0.06635066631817993,0.007006442133194629,0.1170190858445935,-1.4460212749398387,0.33873252206288346,0.32405104551210606,0.3171912069701918,-1.5245912808584094,-1.4159269164680006,-1.6239238245953804,1.8789984380048923,1.9655480778241758,1.9030068317081836,5.0,0.0,1.0
0.39737486970777935,0.007006442133194629,0.20513004983292268,0.4006556837737781,-1.1417110245499766,-1.3225935184448172,-1.3025254416615981,0.9735094714935315,0.7578079521990508,0.9362032292876962,-0.31445985359063083,-0.4312525327708911,-0.3808394509996855,0.0,0.0,1.0
-0.595697740461019,0.2027556561929078,-0.20463901160677767,0.4006556837737781,-1.0299794361263646,-1.2090318243788225,-1.1825464306518356,0.5501025643152364,0.3476692977335694,0.47273195229162196,-0.45263045463601803,-0.5644081222483948,-0.5203109797146698,5.0,0.0,1.0
-0.48535633933115246,1.377250940551187,0.18389849224537314,0.4006556837737781,-1.0020465390204616,-1.2090318243788225,-1.1825464306518356,0.5289322189563217,0.3476692977335694,0.47273195229162196,-0.45263045463601803,-0.5644081222483948,-0.5203109797146698,5.0,0.0,1.0
-0.154332135941553,-0.18874277192651856,-0.20145427796864515,0.4006556837737781,-0.6389188766437223,-0.8115658951478409,-0.762619892117668,-0.0003264150165471557,-0.10348322217846012,-0.07901956794179972,-0.5562584054200586,-0.6642748143565226,-0.6249146262509082,5.0,0.0,1.0
0.39737486970777935,0.10488104916305122,0.29005628018311935,0.4006556837737781,-1.1417110245499766,-1.3225935184448172,-1.3025254416615981,0.9523391261346168,0.7578079521990508,0.9362032292876962,-0.31445985359063083,-0.4312525327708911,-0.36340550991031245,0.0,0.0,1.0
-0.37501493820128595,-0.5802412000459449,-0.46684874781301067,-1.4460212749398387,-0.387522802690595,-0.5844425070158515,-0.5226618700981436,-0.7201181572196488,-0.9032535983861489,-0.85147169626859,2.4316808421864415,2.215214808094495,2.4085911233000017,0.0,0.0,1.0
-0.04399073481168655,-0.2866173789563751,-0.15580642915541432,-1.4460212749398387,0.36666541916878653,0.18209892792961266,0.28719645421775125,-1.566931971576239,-1.7235309073171117,-1.7342741286420649,1.7753704872208518,1.5827257580763523,1.746101361903826,0.0,0.0,1.0
-0.154332135941553,-0.2866173789563751,-0.21950110191806219,0.4006556837737781,-0.6668517737496253,-0.8115658951478409,-0.7926146448701086,-0.0426671057343767,-0.20601788579483046,-0.12315968956047343,-0.5562584054200586,-0.6642748143565226,-0.6074806851615351,5.0,0.0,1.0
0.39737486970777935,0.10488104916305122,0.25820894380179576,0.4006556837737781,-1.1417110245499766,-1.3225935184448172,-1.3025254416615981,0.9735094714935315,0.7578079521990508,0.9141331684783593,-0.31445985359063083,-0.4312525327708911,-0.36340550991031245,0.0,0.0,1.0
-0.04399073481168655,0.2027556561929078,-0.042217596062025825,0.4006556837737781,-0.6109859795378193,-0.7831754716313423,-0.7326251393652274,0.16903634785477084,-0.021455491285363823,0.09754091853289525,-0.5908010556814053,-0.6809192630412106,-0.6423485673402812,5.0,0.0,1.0
0.39737486970777935,0.10488104916305122,0.29324101382125184,0.4006556837737781,-1.1417110245499766,-1.3225935184448172,-1.3025254416615981,0.9735094714935315,0.7578079521990508,0.9141331684783593,-0.31445985359063083,-0.4312525327708911,-0.3808394509996855,0.0,0.0,1.0
-0.9267219438506183,-0.48236659301608836,-0.644132253669047,0.4006556837737781,-1.0299794361263646,-1.2090318243788225,-1.1825464306518356,0.5289322189563217,0.3476692977335694,0.47273195229162196,-0.45263045463601803,-0.5644081222483948,-0.5203109797146698,5.0,0.0,1.0
-0.595697740461019,-0.2866173789563751,-0.36069095987526445,-1.4460212749398387,0.22700093363927137,0.04014681034711927,0.13722269045554852,-1.461080244781665,-1.6004893109774672,-1.6239238245953804,1.948083738527586,1.732525796238544,1.9030068317081836,0.0,0.0,1.0
0.06635066631817993,0.398504870252621,0.3293346617200859,0.4006556837737781,-1.2255097158676855,-1.407764788994313,-1.3925096999189195,0.8253170539811282,0.6142594231361324,0.7817128036223381,-0.31445985359063083,-0.4312525327708911,-0.3808394509996855,0.0,0.0,1.0
-0.154332135941553,-0.2866173789563751,-0.21950110191806219,0.4006556837737781,-1.1137781274440737,-1.2942030949283185,-1.3025254416615981,1.10053154364702,0.8808495485386953,1.0465535333343805,-0.279917203329284,-0.3979636354015152,-0.32853762773156636,0.0,0.0,1.0
0.2870334685779129,0.007006442133194629,0.15205115586404958,0.4006556837737781,-1.1696439216558794,-1.3509839419613159,-1.3325201944140386,0.6559542911098103,0.47071089407321387,0.6051523171476432,-0.38354515411332435,-0.48118587882495506,-0.4331412742678047,0.0,0.0,1.0
-0.37501493820128595,-0.09086816489666197,-0.20145427796864515,0.4006556837737781,-1.1137781274440737,-1.2942030949283185,-1.3025254416615981,1.10053154364702,0.9013564812619694,1.0686235941437174,-0.279917203329284,-0.3813191867168272,-0.32853762773156636,0.0,0.0,1.0
0.2870334685779129,-0.09086816489666197,0.09897226189517647,-1.4460212749398387,-0.7506504650673345,-0.9251275892138358,-0.8825989031274302,-1.6092726622940685,-1.7440378400403858,-1.7563441894514018,1.1536027825166093,0.9835256054275857,1.1010455415970235,5.0,0.0,1.0
-0.154332135941553,0.007006442133194629,0.014046031544979791,0.4006556837737781,-1.1137781274440737,-1.2942030949283185,-1.3025254416615981,1.10053154364702,0.8808495485386953,1.0686235941437174,-0.279917203329284,-0.3813191867168272,-0.32853762773156636,0.0,0.0,1.0
0.06635066631817993,-0.18874277192651856,-0.0783112439608599,-1.4460212749398387,0.1432022423215623,0.6647361277100902,0.6471334872470379,-1.6516133530118982,0.18361383594737687,-1.6018537637860435,-0.8153282823801598,1.8157480396619836,1.728667420814453,0.0,0.0,1.0
-0.154332135941553,-0.2866173789563751,-0.21950110191806219,-1.4460212749398387,0.22700093363927137,0.04014681034711927,0.13722269045554852,-1.461080244781665,-1.6004893109774672,-1.6018537637860435,1.948083738527586,1.749170244923232,1.9204407727975565,0.0,0.0,1.0
-0.04399073481168655,1.9644985827303265,0.9270030078095967,-1.4460212749398387,0.0035377567920472242,0.5227840101275968,0.40717546522751347,-1.7151243890886423,-0.4726080111973935,-1.6018537637860435,1.6890138615674848,2.381659294941375,1.8507050084400645,5.0,0.0,1.0
0.1766920674480464,0.4963794772824776,0.364366731739542,-1.4460212749398387,-0.7506504650673345,-0.9535180127303344,-0.9125936558798707,-1.5881023169351538,-1.7235309073171117,-1.7563441894514018,1.2054167579086292,1.0334589514816497,1.1533473648651424,3.0,1.0,1.0
-0.37501493820128595,-0.5802412000459449,-0.5199276417818838,0.4006556837737781,-0.6947846708555284,-0.8683467421808384,-0.8226093976225491,0.4865915282384922,0.3271623650102954,0.45066189148228514,-0.5562584054200586,-0.6642748143565226,-0.6249146262509082,2.0,1.0,1.0
0.06635066631817993,0.3006302632227644,0.18708322588350565,0.4006556837737781,-0.7227175679614314,-0.8967371656973371,-0.8526041503749897,0.931168780775702,0.7373010194757768,0.8920631076690224,-0.46990177976669145,-0.5810525709330827,-0.5377449208040429,3.0,1.0,1.0
0.5077162708376458,0.10488104916305122,0.3112878377706689,0.4006556837737781,-1.1417110245499766,-1.3225935184448172,-1.3025254416615981,0.2960584200082594,0.12209303777755467,0.22996128338891644,-0.4180878043746712,-0.5311192248790187,-0.4854430975359237,3.0,1.0,1.0
-0.154332135941553,-0.38449198598623174,-0.2725799958869353,0.4006556837737781,-0.8623820534909465,-1.0386892832798307,-1.032572666889633,1.1640425797237643,0.9628772794317916,1.134833776571728,-0.3490025038519777,-0.46454143014026705,-0.3982733920890586,2.0,1.0,1.0
-0.154332135941553,-0.2866173789563751,-0.1844690318986061,0.4006556837737781,-0.8623820534909465,-1.0102988597633318,-1.032572666889633,1.1640425797237643,1.085918875771436,1.1569038373810647,-0.3490025038519777,-0.4478969814555791,-0.3982733920890586,2.0,1.0,1.0
-0.37501493820128595,-0.48236659301608836,-0.46684874781301067,-1.4460212749398387,0.11526934521565929,-0.07341488371887542,0.017243679445786333,-1.2493767911925178,-1.3954199837447265,-1.3811531556926746,2.172610965226341,1.9655480778241758,2.1296480658700334,2.0,1.0,1.0
0.06635066631817993,-0.09086816489666197,-0.04964864121766809,0.4006556837737781,-1.1137781274440737,-1.2942030949283185,-1.3025254416615981,1.10053154364702,0.8808495485386953,1.0686235941437174,-0.279917203329284,-0.3979636354015152,-0.32853762773156636,1.0,1.0,1.0
-0.8163805427207519,-0.38449198598623174,-0.4318166777935546,0.4006556837737781,-0.8623820534909465,-1.0386892832798307,-1.032572666889633,1.2063832704415938,1.0038911448783396,1.1789738981904017,-0.33173117872130425,-0.4478969814555791,-0.3982733920890586,2.0,1.0,1.0
-0.37501493820128595,-0.5802412000459449,-0.4498635017429717,0.4006556837737781,-0.7227175679614314,-0.8683467421808384,-0.8526041503749897,-0.6566071211429046,-0.8007189347697785,-0.7631914530312426,-0.3662738289826511,-0.46454143014026705,-0.4157073331784316,2.0,1.0,1.0
