Min_hr,Max_hr,Mean_hr,Men_acc_sqrt,Min_acc_x,Max_acc_x,Mean_acc_x,Min_acc_y,Max_acc_y,Mean_acc_y,Min_acc_z,Max_acc_z,Mean_acc_z,Etiquetas multiclase,Etiquetas binarias,ID
0.10178780302881558,0.13561258010222613,0.10001766812151466,-1.2970311919339623,-1.0009073308420207,-1.1557248988084932,-1.1388672519432574,-0.6211039796604908,-0.7712862241749378,-0.7474247702530196,-0.22476916013641246,-0.3431465125206093,-0.2856667741818509,0.0,0.0,29.0
0.4986481377842421,0.5869578642668888,0.6132709265286608,-1.2970311919339623,-0.9749950684192646,-1.1557248988084932,-1.1388672519432574,-0.6211039796604908,-0.7712862241749378,-0.7474247702530196,-0.22476916013641246,-0.3431465125206093,-0.2856667741818509,0.0,0.0,29.0
0.9947235562285253,1.309110318930349,1.287337119558684,-1.2970311919339623,-0.612223394500681,-0.7442415823379197,-0.7264120749711191,-1.3383302905657992,-1.4389208033223533,-1.4978996540761509,0.22002883922904562,0.08395422739629173,0.1665127860333351,0.0,0.0,29.0
1.590014058361665,1.2188412620974165,1.4414093922512603,-1.2970311919339623,-1.2082054302240688,-1.3357488497643693,-1.358843346328398,-0.14978383249414542,-0.31965106769286267,-0.2542555608835333,-0.2931996215772522,-0.4088543186616708,-0.3552328603688024,0.0,0.0,29.0
1.7884442257393782,1.3993793757632815,1.6243702160736957,-1.2970311919339623,-0.638135656923437,-0.7699592896173305,-0.7539090867692617,-1.2973459299426386,-1.4192844921709586,-1.4550153750005432,0.20292122386883568,0.0675272758610263,0.14912126448659715,0.0,0.0,29.0
0.002572719339958956,0.13561258010222613,0.08364748914792822,5.568332930861628,-0.8454337563054849,3.3705915823678145,1.0883907037062894,-0.7645492418415525,3.116703383801187,1.3539049044517482,-1.9013154654369855,2.285165733121858,0.601300824701783,0.0,0.0,29.0
0.30021797040652887,0.4064197506010237,0.3725330004465096,-1.2970311919339623,-1.0009073308420207,-1.1300071915290826,-1.1388672519432574,-0.6211039796604908,-0.7712862241749378,-0.7474247702530196,-0.22476916013641246,-0.3431465125206093,-0.2856667741818509,0.0,0.0,29.0
0.002572719339958956,0.13561258010222613,0.0037224976886541914,-1.2970311919339623,-1.0009073308420207,-1.1300071915290826,-1.1388672519432574,-0.6211039796604908,-0.7712862241749378,-0.7474247702530196,-0.22476916013641246,-0.3431465125206093,-0.2856667741818509,0.0,0.0,29.0
0.10178780302881558,0.13561258010222613,0.09327700619121371,0.4193098387649351,0.34653031514129057,0.18159587972087038,0.2634803497620128,1.6740202152364956,1.4279806247812539,1.6755369975188044,-0.31030723693746215,-0.4417082217322017,-0.37262438191554037,0.0,0.0,29.0
0.4986481377842421,0.4064197506010237,0.42068058566293987,0.4193098387649351,0.2947057902957786,0.10444275788263788,0.20848632616572768,1.8584498380407175,1.604707425143805,1.8470741138212345,-0.15633869869557288,-0.27743870637954754,-0.19870916644816122,0.0,0.0,29.0
1.590014058361665,1.2188412620974165,1.4154096962343883,0.4193098387649351,-0.638135656923437,-0.7442415823379197,-0.7264120749711191,-1.317838110254219,-1.4389208033223533,-1.4764575145383472,0.18581360850862574,0.0675272758610263,0.14912126448659715,0.0,0.0,29.0
0.10178780302881558,0.4064197506010237,0.2280902447972189,0.4193098387649351,-2.0373978277522604,-1.4643373861614233,-1.9912746176856766,-1.358822470877379,0.8388912902394169,-0.3614662585725521,-0.7893204670233402,0.8231670464832356,0.3578195230474522,0.0,0.0,29.0
0.3994330540953855,0.13561258010222613,0.24446042377080535,0.4193098387649351,0.24288126545026661,0.05300734332381619,0.15349230256944255,0.7928564618385453,0.5639829341198929,0.7106407183176355,2.6150949896584357,2.350873539262919,2.5839342810299057,0.0,0.0,29.0
1.7884442257393782,1.6701865462620793,1.7206653865065562,-1.2970311919339623,-0.612223394500681,-0.7442415823379197,-0.7264120749711191,-1.3383302905657992,-1.4389208033223533,-1.4978996540761509,0.22002883922904562,0.08395422739629173,0.1665127860333351,0.0,0.0,29.0
